Comunidad;Provincia;Municipio;Población
Andalucía;Almería;Abla;1463
Andalucía;Almería;Abrucena;1367
Andalucía;Almería;Adra;24512
Andalucía;Almería;Albánchez;814
Andalucía;Almería;Alboloduy;667
Andalucía;Almería;Albox;11042
Andalucía;Almería;Alcolea;902
Andalucía;Almería;Alcóntar;598
Andalucía;Almería;Alcudia de Monteagud;144
Andalucía;Almería;Alhabia;718
Andalucía;Almería;Alhama de Almería;3824
Andalucía;Almería;Alicún;253
Andalucía;Almería;Almería;190013
Andalucía;Almería;Almócita;185
Andalucía;Almería;Alsodux;149
Andalucía;Almería;Antas;3389
Andalucía;Almería;Arboleas;4731
Andalucía;Almería;Armuña de Almanzora;339
Andalucía;Almería;Bacares;274
Andalucía;Almería;Bayárcal;358
Andalucía;Almería;Bayarque;233
Andalucía;Almería;Bédar;1039
Andalucía;Almería;Beires;121
Andalucía;Almería;Benahadux;4059
Andalucía;Almería;Benitagla;84
Andalucía;Almería;Benizalón;286
Andalucía;Almería;Bentarique;280
Andalucía;Almería;Berja;15325
Andalucía;Almería;Canjáyar;1490
Andalucía;Almería;Cantoria;4001
Andalucía;Almería;Carboneras;8123
Andalucía;Almería;Castro de Filabres;154
Andalucía;Almería;Cóbdar;165
Andalucía;Almería;Cuevas del Almanzora;12891
Andalucía;Almería;Chercos;287
Andalucía;Almería;Chirivel;1852
Andalucía;Almería;Dalías;3983
Andalucía;Almería;Enix;469
Andalucía;Almería;Felix;643
Andalucía;Almería;Fines;2434
Andalucía;Almería;Fiñana;2432
Andalucía;Almería;Fondón;989
Andalucía;Almería;Gádor;3225
Andalucía;Almería;Gallardos (Los);3828
Andalucía;Almería;Garrucha;8441
Andalucía;Almería;Gérgal;1099
Andalucía;Almería;Huécija;543
Andalucía;Almería;Huércal de Almería;15628
Andalucía;Almería;Huércal-Overa;18278
Andalucía;Almería;Illar;421
Andalucía;Almería;Instinción;485
Andalucía;Almería;Laroya;164
Andalucía;Almería;Láujar de Andarax;1799
Andalucía;Almería;Líjar;514
Andalucía;Almería;Lubrín;1764
Andalucía;Almería;Lucainena de las Torres;671
Andalucía;Almería;Lúcar;885
Andalucía;Almería;Macael;6120
Andalucía;Almería;María;1455
Andalucía;Almería;Mojácar;7745
Andalucía;Almería;Nacimiento;486
Andalucía;Almería;Níjar;28242
Andalucía;Almería;Ohanes;761
Andalucía;Almería;Olula de Castro;209
Andalucía;Almería;Olula del Río;6733
Andalucía;Almería;Oria;2888
Andalucía;Almería;Padules;502
Andalucía;Almería;Partaloa;898
Andalucía;Almería;Paterna del Río;449
Andalucía;Almería;Pechina;3720
Andalucía;Almería;Pulpí;8429
Andalucía;Almería;Purchena;1772
Andalucía;Almería;Rágol;356
Andalucía;Almería;Rioja;1361
Andalucía;Almería;Roquetas de Mar;85808
Andalucía;Almería;Santa Cruz de Marchena;240
Andalucía;Almería;Santa Fe de Mondújar;489
Andalucía;Almería;Senés;338
Andalucía;Almería;Serón;2385
Andalucía;Almería;Sierro;460
Andalucía;Almería;Somontín;525
Andalucía;Almería;Sorbas;2905
Andalucía;Almería;Suflí;262
Andalucía;Almería;Tabernas;3626
Andalucía;Almería;Taberno;1149
Andalucía;Almería;Tahal;431
Andalucía;Almería;Terque;464
Andalucía;Almería;Tíjola;3955
Andalucía;Almería;Turre;3791
Andalucía;Almería;Turrillas;233
Andalucía;Almería;Uleila del Campo;1015
Andalucía;Almería;Urrácal;348
Andalucía;Almería;Velefique;295
Andalucía;Almería;Vélez-Blanco;2282
Andalucía;Almería;Vélez-Rubio;7138
Andalucía;Almería;Vera;14371
Andalucía;Almería;Viator;5043
Andalucía;Almería;Vícar;23410
Andalucía;Almería;Zurgena;3060
Andalucía;Almería;Tres Villas (Las);655
Andalucía;Almería;Ejido (El);85389
Andalucía;Almería;Mojonera (La);8540
Andalucía;Cádiz;Alcalá de los Gazules;5592
Andalucía;Cádiz;Alcalá del Valle;5319
Andalucía;Cádiz;Algar;1538
Andalucía;Cádiz;Algeciras;116417
Andalucía;Cádiz;Algodonales;5743
Andalucía;Cádiz;Arcos de la Frontera;31449
Andalucía;Cádiz;Barbate;22977
Andalucía;Cádiz;Barrios (Los);22587
Andalucía;Cádiz;Benaocaz;754
Andalucía;Cádiz;Bornos;8109
Andalucía;Cádiz;Bosque (El);2098
Andalucía;Cádiz;Cádiz;125826
Andalucía;Cádiz;Castellar de la Frontera;3175
Andalucía;Cádiz;Conil de la Frontera;21331
Andalucía;Cádiz;Chiclana de la Frontera;78591
Andalucía;Cádiz;Chipiona;18722
Andalucía;Cádiz;Espera;3969
Andalucía;Cádiz;Gastor (El);1851
Andalucía;Cádiz;Grazalema;2203
Andalucía;Cádiz;Jerez de la Frontera;208896
Andalucía;Cádiz;Jimena de la Frontera;10440
Andalucía;Cádiz;Línea de la Concepción (La);64645
Andalucía;Cádiz;Medina-Sidonia;11741
Andalucía;Cádiz;Olvera;8570
Andalucía;Cádiz;Paterna de Rivera;5680
Andalucía;Cádiz;Prado del Rey;5948
Andalucía;Cádiz;Puerto de Santa María (El);88503
Andalucía;Cádiz;Puerto Real;40667
Andalucía;Cádiz;Puerto Serrano;7116
Andalucía;Cádiz;Rota;28904
Andalucía;Cádiz;San Fernando;96689
Andalucía;Cádiz;Sanlúcar de Barrameda;66541
Andalucía;Cádiz;San Roque;29588
Andalucía;Cádiz;Setenil de las Bodegas;2967
Andalucía;Cádiz;Tarifa;17768
Andalucía;Cádiz;Torre Alháquime;833
Andalucía;Cádiz;Trebujena;7034
Andalucía;Cádiz;Ubrique;16915
Andalucía;Cádiz;Vejer de la Frontera;12876
Andalucía;Cádiz;Villaluenga del Rosario;479
Andalucía;Cádiz;Villamartín;12570
Andalucía;Cádiz;Zahara;1519
Andalucía;Cádiz;Benalup-Casas Viejas;7183
Andalucía;Cádiz;San José del Valle;4416
Andalucía;Córdoba;Adamuz;4414
Andalucía;Córdoba;Aguilar de la Frontera;13693
Andalucía;Córdoba;Alcaracejos;1548
Andalucía;Córdoba;Almedinilla;2524
Andalucía;Córdoba;Almodóvar del Río;7916
Andalucía;Córdoba;Añora;1540
Andalucía;Córdoba;Baena;20862
Andalucía;Córdoba;Belalcázar;3458
Andalucía;Córdoba;Belmez;3207
Andalucía;Córdoba;Benamejí;5184
Andalucía;Córdoba;Blázquez (Los);728
Andalucía;Córdoba;Bujalance;7910
Andalucía;Córdoba;Cabra;21266
Andalucía;Córdoba;Cañete de las Torres;3133
Andalucía;Córdoba;Carcabuey;2685
Andalucía;Córdoba;Cardeña;1732
Andalucía;Córdoba;Carlota (La);13469
Andalucía;Córdoba;Carpio (El);4596
Andalucía;Córdoba;Castro del Río;8095
Andalucía;Córdoba;Conquista;470
Andalucía;Córdoba;Córdoba;328547
Andalucía;Córdoba;Doña Mencía;5029
Andalucía;Córdoba;Dos Torres;2563
Andalucía;Córdoba;Encinas Reales;2419
Andalucía;Córdoba;Espejo;3622
Andalucía;Córdoba;Espiel;2484
Andalucía;Córdoba;Fernán-Núñez;9736
Andalucía;Córdoba;Fuente la Lancha;374
Andalucía;Córdoba;Fuente Obejuna;5225
Andalucía;Córdoba;Fuente Palmera;10865
Andalucía;Córdoba;Fuente-Tójar;772
Andalucía;Córdoba;Granjuela (La);522
Andalucía;Córdoba;Guadalcázar;1593
Andalucía;Córdoba;Guijo (El);429
Andalucía;Córdoba;Hinojosa del Duque;7366
Andalucía;Córdoba;Hornachuelos;4696
Andalucía;Córdoba;Iznájar;4714
Andalucía;Córdoba;Lucena;42308
Andalucía;Córdoba;Luque;3379
Andalucía;Córdoba;Montalbán de Córdoba;4542
Andalucía;Córdoba;Montemayor;4114
Andalucía;Córdoba;Montilla;23907
Andalucía;Córdoba;Montoro;9915
Andalucía;Córdoba;Monturque;2009
Andalucía;Córdoba;Moriles;3950
Andalucía;Córdoba;Nueva Carteya;5679
Andalucía;Córdoba;Obejo;1876
Andalucía;Córdoba;Palenciana;1607
Andalucía;Córdoba;Palma del Río;21605
Andalucía;Córdoba;Pedro Abad;2983
Andalucía;Córdoba;Pedroche;1660
Andalucía;Córdoba;Peñarroya-Pueblonuevo;11814
Andalucía;Córdoba;Posadas;7590
Andalucía;Córdoba;Pozoblanco;17796
Andalucía;Córdoba;Priego de Córdoba;23563
Andalucía;Córdoba;Puente Genil;30245
Andalucía;Córdoba;Rambla (La);7600
Andalucía;Córdoba;Rute;10563
Andalucía;Córdoba;San Sebastián de los Ballesteros;832
Andalucía;Córdoba;Santaella;6182
Andalucía;Córdoba;Santa Eufemia;960
Andalucía;Córdoba;Torrecampo;1291
Andalucía;Córdoba;Valenzuela;1317
Andalucía;Córdoba;Valsequillo;401
Andalucía;Córdoba;Victoria (La);2278
Andalucía;Córdoba;Villa del Río;7451
Andalucía;Córdoba;Villafranca de Córdoba;4660
Andalucía;Córdoba;Villaharta;762
Andalucía;Córdoba;Villanueva de Córdoba;9599
Andalucía;Córdoba;Villanueva del Duque;1618
Andalucía;Córdoba;Villanueva del Rey;1206
Andalucía;Córdoba;Villaralto;1315
Andalucía;Córdoba;Villaviciosa de Córdoba;3556
Andalucía;Córdoba;Viso (El);2822
Andalucía;Córdoba;Zuheros;767
Andalucía;Granada;Agrón;340
Andalucía;Granada;Alamedilla;699
Andalucía;Granada;Albolote;17637
Andalucía;Granada;Albondón;883
Andalucía;Granada;Albuñán;429
Andalucía;Granada;Albuñol;6704
Andalucía;Granada;Albuñuelas;982
Andalucía;Granada;Aldeire;696
Andalucía;Granada;Alfacar;5444
Andalucía;Granada;Algarinejo;3552
Andalucía;Granada;Alhama de Granada;6097
Andalucía;Granada;Alhendín;6934
Andalucía;Granada;Alicún de Ortega;520
Andalucía;Granada;Almegíjar;401
Andalucía;Granada;Almuñécar;27703
Andalucía;Granada;Alquife;692
Andalucía;Granada;Arenas del Rey;2029
Andalucía;Granada;Armilla;21895
Andalucía;Granada;Atarfe;15945
Andalucía;Granada;Baza;21982
Andalucía;Granada;Beas de Granada;1035
Andalucía;Granada;Beas de Guadix;396
Andalucía;Granada;Benalúa;3368
Andalucía;Granada;Benalúa de las Villas;1414
Andalucía;Granada;Benamaurel;2458
Andalucía;Granada;Bérchules;822
Andalucía;Granada;Bubión;350
Andalucía;Granada;Busquístar;298
Andalucía;Granada;Cacín;618
Andalucía;Granada;Cádiar;1637
Andalucía;Granada;Cájar;4690
Andalucía;Granada;Calicasas;555
Andalucía;Granada;Campotéjar;1418
Andalucía;Granada;Caniles;4905
Andalucía;Granada;Cáñar;412
Andalucía;Granada;Capileira;541
Andalucía;Granada;Carataunas;195
Andalucía;Granada;Cástaras;282
Andalucía;Granada;Castilléjar;1580
Andalucía;Granada;Castril;2451
Andalucía;Granada;Cenes de la Vega;7085
Andalucía;Granada;Cijuela;2993
Andalucía;Granada;Cogollos de Guadix;716
Andalucía;Granada;Cogollos de la Vega;2068
Andalucía;Granada;Colomera;1545
Andalucía;Granada;Cortes de Baza;2259
Andalucía;Granada;Cortes y Graena;1033
Andalucía;Granada;Cúllar;4703
Andalucía;Granada;Cúllar Vega;6914
Andalucía;Granada;Chauchina;4760
Andalucía;Granada;Chimeneas;1520
Andalucía;Granada;Churriana de la Vega;12448
Andalucía;Granada;Darro;1462
Andalucía;Granada;Dehesas de Guadix;433
Andalucía;Granada;Deifontes;2528
Andalucía;Granada;Diezma;786
Andalucía;Granada;Dílar;1727
Andalucía;Granada;Dólar;618
Andalucía;Granada;Dúdar;335
Andalucía;Granada;Dúrcal;7302
Andalucía;Granada;Escúzar;804
Andalucía;Granada;Ferreira;338
Andalucía;Granada;Fonelas;1094
Andalucía;Granada;Freila;1132
Andalucía;Granada;Fuente Vaqueros;4353
Andalucía;Granada;Galera;1057
Andalucía;Granada;Gobernador;286
Andalucía;Granada;Gójar;5297
Andalucía;Granada;Gor;917
Andalucía;Granada;Gorafe;474
Andalucía;Granada;Granada;239154
Andalucía;Granada;Guadahortuna;1999
Andalucía;Granada;Guadix;20407
Andalucía;Granada;Gualchos;4330
Andalucía;Granada;Güejar Sierra;2988
Andalucía;Granada;Güevéjar;2455
Andalucía;Granada;Huélago;358
Andalucía;Granada;Huéneja;1214
Andalucía;Granada;Huéscar;8178
Andalucía;Granada;Huétor de Santillán;1891
Andalucía;Granada;Huétor Tájar;9998
Andalucía;Granada;Huétor Vega;11551
Andalucía;Granada;Illora;10386
Andalucía;Granada;Itrabo;1152
Andalucía;Granada;Iznalloz;7019
Andalucía;Granada;Jayena;1209
Andalucía;Granada;Jerez del Marquesado;1083
Andalucía;Granada;Jete;890
Andalucía;Granada;Jun;3355
Andalucía;Granada;Juviles;170
Andalucía;Granada;Calahorra (La);806
Andalucía;Granada;Láchar;3115
Andalucía;Granada;Lanjarón;3861
Andalucía;Granada;Lanteira;582
Andalucía;Granada;Lecrín;2304
Andalucía;Granada;Lentegí;340
Andalucía;Granada;Lobras;146
Andalucía;Granada;Loja;21688
Andalucía;Granada;Lugros;350
Andalucía;Granada;Lújar;462
Andalucía;Granada;Malahá (La);1840
Andalucía;Granada;Maracena;21097
Andalucía;Granada;Marchal;373
Andalucía;Granada;Moclín;4237
Andalucía;Granada;Molvízar;3269
Andalucía;Granada;Monachil;7294
Andalucía;Granada;Montefrío;6229
Andalucía;Granada;Montejícar;2464
Andalucía;Granada;Montillana;1360
Andalucía;Granada;Moraleda de Zafayona;3076
Andalucía;Granada;Motril;60884
Andalucía;Granada;Murtas;658
Andalucía;Granada;Nigüelas;1169
Andalucía;Granada;Nívar;872
Andalucía;Granada;Ogíjares;13255
Andalucía;Granada;Orce;1321
Andalucía;Granada;Órgiva;5789
Andalucía;Granada;Otívar;1136
Andalucía;Granada;Otura;6598
Andalucía;Granada;Padul;8270
Andalucía;Granada;Pampaneira;356
Andalucía;Granada;Pedro Martínez;1293
Andalucía;Granada;Peligros;11000
Andalucía;Granada;Peza (La);1341
Andalucía;Granada;Pinos Genil;1289
Andalucía;Granada;Pinos Puente;13421
Andalucía;Granada;Píñar;1314
Andalucía;Granada;Polícar;227
Andalucía;Granada;Polopos;1856
Andalucía;Granada;Pórtugos;401
Andalucía;Granada;Puebla de Don Fadrique;2474
Andalucía;Granada;Pulianas;5187
Andalucía;Granada;Purullena;2262
Andalucía;Granada;Quéntar;1045
Andalucía;Granada;Rubite;450
Andalucía;Granada;Salar;2831
Andalucía;Granada;Salobreña;12821
Andalucía;Granada;Santa Cruz del Comercio;597
Andalucía;Granada;Santa Fe;15428
Andalucía;Granada;Soportújar;250
Andalucía;Granada;Sorvilán;614
Andalucía;Granada;Torre-Cardela;955
Andalucía;Granada;Torvizcón;788
Andalucía;Granada;Trevélez;842
Andalucía;Granada;Turón;297
Andalucía;Granada;Ugíjar;2681
Andalucía;Granada;Válor;702
Andalucía;Granada;Vélez de Benaudalla;2928
Andalucía;Granada;Ventas de Huelma;704
Andalucía;Granada;Villanueva de las Torres;708
Andalucía;Granada;Villanueva Mesía;2158
Andalucía;Granada;Víznar;845
Andalucía;Granada;Zafarraya;2129
Andalucía;Granada;Zubia (La);18240
Andalucía;Granada;Zújar;3020
Andalucía;Granada;Taha (La);776
Andalucía;Granada;Valle (El);1130
Andalucía;Granada;Nevada;1179
Andalucía;Granada;Alpujarra de la Sierra;1119
Andalucía;Granada;Gabias (Las);17415
Andalucía;Granada;Guajares (Los);1191
Andalucía;Granada;Valle del Zalabí;2304
Andalucía;Granada;Villamena;1031
Andalucía;Granada;Morelábor;737
Andalucía;Granada;Pinar (El);1011
Andalucía;Granada;Vegas del Genil;9102
Andalucía;Granada;Cuevas del Campo;2054
Andalucía;Granada;Zagra;961
Andalucía;Huelva;Alájar;806
Andalucía;Huelva;Aljaraque;18443
Andalucía;Huelva;Almendro (El);879
Andalucía;Huelva;Almonaster la Real;1833
Andalucía;Huelva;Almonte;22204
Andalucía;Huelva;Alosno;4386
Andalucía;Huelva;Aracena;7739
Andalucía;Huelva;Aroche;3206
Andalucía;Huelva;Arroyomolinos de León;1055
Andalucía;Huelva;Ayamonte;20597
Andalucía;Huelva;Beas;4336
Andalucía;Huelva;Berrocal;358
Andalucía;Huelva;Bollullos Par del Condado;13959
Andalucía;Huelva;Bonares;6145
Andalucía;Huelva;Cabezas Rubias;869
Andalucía;Huelva;Cala;1326
Andalucía;Huelva;Calañas;4284
Andalucía;Huelva;Campillo (El);2194
Andalucía;Huelva;Campofrío;773
Andalucía;Huelva;Cañaveral de León;412
Andalucía;Huelva;Cartaya;18415
Andalucía;Huelva;Castaño del Robledo;215
Andalucía;Huelva;Cerro de Andévalo (El);2483
Andalucía;Huelva;Corteconcepción;607
Andalucía;Huelva;Cortegana;4939
Andalucía;Huelva;Cortelazor;300
Andalucía;Huelva;Cumbres de Enmedio;50
Andalucía;Huelva;Cumbres de San Bartolomé;459
Andalucía;Huelva;Cumbres Mayores;1954
Andalucía;Huelva;Chucena;2130
Andalucía;Huelva;Encinasola;1582
Andalucía;Huelva;Escacena del Campo;1996
Andalucía;Huelva;Fuenteheridos;599
Andalucía;Huelva;Galaroza;1606
Andalucía;Huelva;Gibraleón;12392
Andalucía;Huelva;Granada de Río-Tinto (La);209
Andalucía;Huelva;Granado (El);572
Andalucía;Huelva;Higuera de la Sierra;1409
Andalucía;Huelva;Hinojales;370
Andalucía;Huelva;Hinojos;3926
Andalucía;Huelva;Huelva;149310
Andalucía;Huelva;Isla Cristina;21719
Andalucía;Huelva;Jabugo;2388
Andalucía;Huelva;Lepe;26763
Andalucía;Huelva;Linares de la Sierra;295
Andalucía;Huelva;Lucena del Puerto;2659
Andalucía;Huelva;Manzanilla;2347
Andalucía;Huelva;Marines (Los);355
Andalucía;Huelva;Minas de Riotinto;4209
Andalucía;Huelva;Moguer;20040
Andalucía;Huelva;Nava (La);327
Andalucía;Huelva;Nerva;5945
Andalucía;Huelva;Niebla;4214
Andalucía;Huelva;Palma del Condado (La);10475
Andalucía;Huelva;Palos de la Frontera;9167
Andalucía;Huelva;Paterna del Campo;3745
Andalucía;Huelva;Paymogo;1306
Andalucía;Huelva;Puebla de Guzmán;3114
Andalucía;Huelva;Puerto Moral;270
Andalucía;Huelva;Punta Umbría;14714
Andalucía;Huelva;Rociana del Condado;7362
Andalucía;Huelva;Rosal de la Frontera;1911
Andalucía;Huelva;San Bartolomé de la Torre;3530
Andalucía;Huelva;San Juan del Puerto;8190
Andalucía;Huelva;Sanlúcar de Guadiana;408
Andalucía;Huelva;San Silvestre de Guzmán;755
Andalucía;Huelva;Santa Ana la Real;493
Andalucía;Huelva;Santa Bárbara de Casa;1162
Andalucía;Huelva;Santa Olalla del Cala;2177
Andalucía;Huelva;Trigueros;7729
Andalucía;Huelva;Valdelarco;254
Andalucía;Huelva;Valverde del Camino;12746
Andalucía;Huelva;Villablanca;2800
Andalucía;Huelva;Villalba del Alcor;3465
Andalucía;Huelva;Villanueva de las Cruces;413
Andalucía;Huelva;Villanueva de los Castillejos;2790
Andalucía;Huelva;Villarrasa;2170
Andalucía;Huelva;Zalamea la Real;3407
Andalucía;Huelva;Zufre;940
Andalucía;Jaén;Albanchez de Mágina;1230
Andalucía;Jaén;Alcalá la Real;22759
Andalucía;Jaén;Alcaudete;11135
Andalucía;Jaén;Aldeaquemada;541
Andalucía;Jaén;Andújar;39171
Andalucía;Jaén;Arjona;5807
Andalucía;Jaén;Arjonilla;3840
Andalucía;Jaén;Arquillos;1944
Andalucía;Jaén;Baeza;16360
Andalucía;Jaén;Bailén;18763
Andalucía;Jaén;Baños de la Encina;2733
Andalucía;Jaén;Beas de Segura;5674
Andalucía;Jaén;Begíjar;3174
Andalucía;Jaén;Bélmez de la Moraleda;1795
Andalucía;Jaén;Benatae;548
Andalucía;Jaén;Cabra del Santo Cristo;2070
Andalucía;Jaén;Cambil;2940
Andalucía;Jaén;Campillo de Arenas;2084
Andalucía;Jaén;Canena;2092
Andalucía;Jaén;Carboneros;670
Andalucía;Jaén;Carolina (La);15901
Andalucía;Jaén;Castellar;3593
Andalucía;Jaén;Castillo de Locubín;4692
Andalucía;Jaén;Cazalilla;878
Andalucía;Jaén;Cazorla;8104
Andalucía;Jaén;Chiclana de Segura;1195
Andalucía;Jaén;Chilluévar;1603
Andalucía;Jaén;Escañuela;988
Andalucía;Jaén;Espelúy;753
Andalucía;Jaén;Frailes;1768
Andalucía;Jaén;Fuensanta de Martos;3267
Andalucía;Jaén;Fuerte del Rey;1388
Andalucía;Jaén;Génave;637
Andalucía;Jaén;Guardia de Jaén (La);4232
Andalucía;Jaén;Guarromán;2909
Andalucía;Jaén;Lahiguera;1878
Andalucía;Jaén;Higuera de Calatrava;657
Andalucía;Jaén;Hinojares;414
Andalucía;Jaén;Hornos;683
Andalucía;Jaén;Huelma;6208
Andalucía;Jaén;Huesa;2667
Andalucía;Jaén;Ibros;3144
Andalucía;Jaén;Iruela (La);2011
Andalucía;Jaén;Iznatoraf;1079
Andalucía;Jaén;Jabalquinto;2337
Andalucía;Jaén;Jaén;116790
Andalucía;Jaén;Jamilena;3521
Andalucía;Jaén;Jimena;1435
Andalucía;Jaén;Jódar;12117
Andalucía;Jaén;Larva;502
Andalucía;Jaén;Linares;61306
Andalucía;Jaén;Lopera;3986
Andalucía;Jaén;Lupión;966
Andalucía;Jaén;Mancha Real;11088
Andalucía;Jaén;Marmolejo;7485
Andalucía;Jaén;Martos;24707
Andalucía;Jaén;Mengíbar;9797
Andalucía;Jaén;Montizón;1921
Andalucía;Jaén;Navas de San Juan;5021
Andalucía;Jaén;Noalejo;2005
Andalucía;Jaén;Orcera;2037
Andalucía;Jaén;Peal de Becerro;5523
Andalucía;Jaén;Pegalajar;3116
Andalucía;Jaén;Porcuna;6825
Andalucía;Jaén;Pozo Alcón;5413
Andalucía;Jaén;Puente de Génave;2298
Andalucía;Jaén;Puerta de Segura (La);2653
Andalucía;Jaén;Quesada;5898
Andalucía;Jaén;Rus;3796
Andalucía;Jaén;Sabiote;4279
Andalucía;Jaén;Santa Elena;1007
Andalucía;Jaén;Santiago de Calatrava;857
Andalucía;Jaén;Santisteban del Puerto;4837
Andalucía;Jaén;Santo Tomé;2486
Andalucía;Jaén;Segura de la Sierra;2026
Andalucía;Jaén;Siles;2454
Andalucía;Jaén;Sorihuela del Guadalimar;1349
Andalucía;Jaén;Torreblascopedro;2859
Andalucía;Jaén;Torre del Campo;14657
Andalucía;Jaén;Torredonjimeno;14112
Andalucía;Jaén;Torreperogil;7516
Andalucía;Jaén;Torres;1656
Andalucía;Jaén;Torres de Albánchez;978
Andalucía;Jaén;Úbeda;36025
Andalucía;Jaén;Valdepeñas de Jaén;4137
Andalucía;Jaén;Vilches;4892
Andalucía;Jaén;Villacarrillo;11278
Andalucía;Jaén;Villanueva de la Reina;3403
Andalucía;Jaén;Villanueva del Arzobispo;8755
Andalucía;Jaén;Villardompardo;1122
Andalucía;Jaén;Villares (Los);5819
Andalucía;Jaén;Villarrodrigo;450
Andalucía;Jaén;Cárcheles;1504
Andalucía;Jaén;Bedmar y Garcíez;3132
Andalucía;Jaén;Villatorres;4438
Andalucía;Jaén;Santiago-Pontones;3702
Andalucía;Jaén;Arroyo del Ojanco;2509
Andalucía;Málaga;Alameda;5486
Andalucía;Málaga;Alcaucín;2668
Andalucía;Málaga;Alfarnate;1338
Andalucía;Málaga;Alfarnatejo;543
Andalucía;Málaga;Algarrobo;6350
Andalucía;Málaga;Algatocín;937
Andalucía;Málaga;Alhaurín de la Torre;35832
Andalucía;Málaga;Alhaurín el Grande;23675
Andalucía;Málaga;Almáchar;1899
Andalucía;Málaga;Almargen;2137
Andalucía;Málaga;Almogía;4257
Andalucía;Málaga;Álora;13474
Andalucía;Málaga;Alozaina;2244
Andalucía;Málaga;Alpandeire;270
Andalucía;Málaga;Antequera;41848
Andalucía;Málaga;Árchez;446
Andalucía;Málaga;Archidona;8837
Andalucía;Málaga;Ardales;2660
Andalucía;Málaga;Arenas;1411
Andalucía;Málaga;Arriate;4137
Andalucía;Málaga;Atajate;127
Andalucía;Málaga;Benadalid;265
Andalucía;Málaga;Benahavís;4932
Andalucía;Málaga;Benalauría;506
Andalucía;Málaga;Benalmádena;61383
Andalucía;Málaga;Benamargosa;1610
Andalucía;Málaga;Benamocarra;3035
Andalucía;Málaga;Benaoján;1602
Andalucía;Málaga;Benarrabá;567
Andalucía;Málaga;Borge (El);1015
Andalucía;Málaga;Burgo (El);1981
Andalucía;Málaga;Campillos;8641
Andalucía;Málaga;Canillas de Aceituno;2285
Andalucía;Málaga;Canillas de Albaida;924
Andalucía;Málaga;Cañete la Real;1990
Andalucía;Málaga;Carratraca;886
Andalucía;Málaga;Cartajima;266
Andalucía;Málaga;Cártama;22173
Andalucía;Málaga;Casabermeja;3554
Andalucía;Málaga;Casarabonela;2723
Andalucía;Málaga;Casares;5182
Andalucía;Málaga;Coín;22030
Andalucía;Málaga;Colmenar;3681
Andalucía;Málaga;Comares;1615
Andalucía;Málaga;Cómpeta;3862
Andalucía;Málaga;Cortes de la Frontera;3642
Andalucía;Málaga;Cuevas Bajas;1459
Andalucía;Málaga;Cuevas del Becerro;1771
Andalucía;Málaga;Cuevas de San Marcos;4107
Andalucía;Málaga;Cútar;671
Andalucía;Málaga;Estepona;66150
Andalucía;Málaga;Faraján;252
Andalucía;Málaga;Frigiliana;3171
Andalucía;Málaga;Fuengirola;71783
Andalucía;Málaga;Fuente de Piedra;2795
Andalucía;Málaga;Gaucín;1845
Andalucía;Málaga;Genalguacil;491
Andalucía;Málaga;Guaro;2285
Andalucía;Málaga;Humilladero;3324
Andalucía;Málaga;Igualeja;908
Andalucía;Málaga;Istán;1486
Andalucía;Málaga;Iznate;923
Andalucía;Málaga;Jimera de Líbar;473
Andalucía;Málaga;Jubrique;751
Andalucía;Málaga;Júzcar;221
Andalucía;Málaga;Macharaviaya;519
Andalucía;Málaga;Málaga;568507
Andalucía;Málaga;Manilva;14168
Andalucía;Málaga;Marbella;136322
Andalucía;Málaga;Mijas;76362
Andalucía;Málaga;Moclinejo;1274
Andalucía;Málaga;Mollina;5274
Andalucía;Málaga;Monda;2470
Andalucía;Málaga;Montejaque;1017
Andalucía;Málaga;Nerja;21957
Andalucía;Málaga;Ojén;2949
Andalucía;Málaga;Parauta;254
Andalucía;Málaga;Periana;3602
Andalucía;Málaga;Pizarra;8990
Andalucía;Málaga;Pujerra;347
Andalucía;Málaga;Rincón de la Victoria;39922
Andalucía;Málaga;Riogordo;3059
Andalucía;Málaga;Ronda;36909
Andalucía;Málaga;Salares;205
Andalucía;Málaga;Sayalonga;1555
Andalucía;Málaga;Sedella;687
Andalucía;Málaga;Sierra de Yeguas;3545
Andalucía;Málaga;Teba;4184
Andalucía;Málaga;Tolox;2346
Andalucía;Málaga;Torrox;17303
Andalucía;Málaga;Totalán;737
Andalucía;Málaga;Valle de Abdalajís;2802
Andalucía;Málaga;Vélez-Málaga;75623
Andalucía;Málaga;Villanueva de Algaidas;4515
Andalucía;Málaga;Villanueva del Rosario;3698
Andalucía;Málaga;Villanueva del Trabuco;5447
Andalucía;Málaga;Villanueva de Tapia;1675
Andalucía;Málaga;Viñuela;1993
Andalucía;Málaga;Yunquera;3205
Andalucía;Málaga;Torremolinos;66957
Andalucía;Málaga;Villanueva de la Concepción;3386
Andalucía;Sevilla;Aguadulce;2181
Andalucía;Sevilla;Alanís;1863
Andalucía;Sevilla;Albaida del Aljarafe;2898
Andalucía;Sevilla;Alcalá de Guadaíra;71740
Andalucía;Sevilla;Alcalá del Río;11004
Andalucía;Sevilla;Alcolea del Río;3407
Andalucía;Sevilla;Algaba (La);15255
Andalucía;Sevilla;Algámitas;1346
Andalucía;Sevilla;Almadén de la Plata;1520
Andalucía;Sevilla;Almensilla;5732
Andalucía;Sevilla;Arahal;19335
Andalucía;Sevilla;Aznalcázar;4128
