Comunidad;Provincia;Municipio;Población
Castilla y León;Valladolid;Villacid de Campos;103
Castilla y León;Valladolid;Villaco;106
Castilla y León;Valladolid;Villafrades de Campos;91
Castilla y León;Valladolid;Villafranca de Duero;349
Castilla y León;Valladolid;Villafrechós;533
Castilla y León;Valladolid;Villafuerte;123
Castilla y León;Valladolid;Villagarcía de Campos;377
Castilla y León;Valladolid;Villagómez la Nueva;71
Castilla y León;Valladolid;Villalán de Campos;51
Castilla y León;Valladolid;Villalar de los Comuneros;459
Castilla y León;Valladolid;Villalba de la Loma;57
Castilla y León;Valladolid;Villalba de los Alcores;474
Castilla y León;Valladolid;Villalbarba;138
Castilla y León;Valladolid;Villalón de Campos;1911
Castilla y León;Valladolid;Villamuriel de Campos;80
Castilla y León;Valladolid;Villán de Tordesillas;140
Castilla y León;Valladolid;Villanubla;2192
Castilla y León;Valladolid;Villanueva de Duero;1205
Castilla y León;Valladolid;Villanueva de la Condesa;73
Castilla y León;Valladolid;Villanueva de los Caballeros;235
Castilla y León;Valladolid;Villanueva de los Infantes;129
Castilla y León;Valladolid;Villanueva de San Mancio;113
Castilla y León;Valladolid;Villardefrades;202
Castilla y León;Valladolid;Villarmentero de Esgueva;103
Castilla y León;Valladolid;Villasexmir;103
Castilla y León;Valladolid;Villavaquerín;208
Castilla y León;Valladolid;Villavellid;72
Castilla y León;Valladolid;Villaverde de Medina;551
Castilla y León;Valladolid;Villavicencio de los Caballeros;255
Castilla y León;Valladolid;Wamba;370
Castilla y León;Valladolid;Zaratán;5245
Castilla y León;Valladolid;Zarza (La);129
Castilla y León;Zamora;Abezames;87
Castilla y León;Zamora;Alcañices;1159
Castilla y León;Zamora;Alcubilla de Nogales;147
Castilla y León;Zamora;Alfaraz de Sayago;178
Castilla y León;Zamora;Algodre;181
Castilla y León;Zamora;Almaraz de Duero;418
Castilla y León;Zamora;Almeida de Sayago;554
Castilla y León;Zamora;Andavías;491
Castilla y León;Zamora;Arcenillas;370
Castilla y León;Zamora;Arcos de la Polvorosa;266
Castilla y León;Zamora;Argañín;76
Castilla y León;Zamora;Argujillo;330
Castilla y León;Zamora;Arquillinos;147
Castilla y León;Zamora;Arrabalde;289
Castilla y León;Zamora;Aspariegos;305
Castilla y León;Zamora;Asturianos;260
Castilla y León;Zamora;Ayoó de Vidriales;380
Castilla y León;Zamora;Barcial del Barco;284
Castilla y León;Zamora;Belver de los Montes;368
Castilla y León;Zamora;Benavente;19100
Castilla y León;Zamora;Benegiles;382
Castilla y León;Zamora;Bermillo de Sayago;1252
Castilla y León;Zamora;Bóveda de Toro (La);868
Castilla y León;Zamora;Bretó;191
Castilla y León;Zamora;Bretocino;254
Castilla y León;Zamora;Brime de Sog;177
Castilla y León;Zamora;Brime de Urz;136
Castilla y León;Zamora;Burganes de Valverde;788
Castilla y León;Zamora;Bustillo del Oro;103
Castilla y León;Zamora;Cabañas de Sayago;179
Castilla y León;Zamora;Calzadilla de Tera;410
Castilla y León;Zamora;Camarzana de Tera;977
Castilla y León;Zamora;Cañizal;527
Castilla y León;Zamora;Cañizo;287
Castilla y León;Zamora;Carbajales de Alba;668
Castilla y León;Zamora;Carbellino;215
Castilla y León;Zamora;Casaseca de Campeán;118
Castilla y León;Zamora;Casaseca de las Chanas;420
Castilla y León;Zamora;Castrillo de la Guareña;139
Castilla y León;Zamora;Castrogonzalo;513
Castilla y León;Zamora;Castronuevo;305
Castilla y León;Zamora;Castroverde de Campos;368
Castilla y León;Zamora;Cazurra;80
Castilla y León;Zamora;Cerecinos de Campos;362
Castilla y León;Zamora;Cerecinos del Carrizal;137
Castilla y León;Zamora;Cernadilla;159
Castilla y León;Zamora;Cobreros;609
Castilla y León;Zamora;Coomonte;240
Castilla y León;Zamora;Coreses;1159
Castilla y León;Zamora;Corrales del Vino;1077
Castilla y León;Zamora;Cotanes del Monte;127
Castilla y León;Zamora;Cubillos;358
Castilla y León;Zamora;Cubo de Benavente;135
Castilla y León;Zamora;Cubo de Tierra del Vino (El);421
Castilla y León;Zamora;Cuelgamures;118
Castilla y León;Zamora;Entrala;158
Castilla y León;Zamora;Espadañedo;158
Castilla y León;Zamora;Faramontanos de Tábara;419
Castilla y León;Zamora;Fariza;615
Castilla y León;Zamora;Fermoselle;1462
Castilla y León;Zamora;Ferreras de Abajo;603
Castilla y León;Zamora;Ferreras de Arriba;472
Castilla y León;Zamora;Ferreruela;531
Castilla y León;Zamora;Figueruela de Arriba;414
Castilla y León;Zamora;Fonfría;923
Castilla y León;Zamora;Fresno de la Polvorosa;169
Castilla y León;Zamora;Fresno de la Ribera;395
Castilla y León;Zamora;Fresno de Sayago;241
Castilla y León;Zamora;Friera de Valverde;233
Castilla y León;Zamora;Fuente Encalada;122
Castilla y León;Zamora;Fuentelapeña;848
Castilla y León;Zamora;Fuentesaúco;1915
Castilla y León;Zamora;Fuentes de Ropel;505
Castilla y León;Zamora;Fuentesecas;69
Castilla y León;Zamora;Fuentespreadas;329
Castilla y León;Zamora;Galende;1308
Castilla y León;Zamora;Gallegos del Pan;144
Castilla y León;Zamora;Gallegos del Río;647
Castilla y León;Zamora;Gamones;103
Castilla y León;Zamora;Gema;252
Castilla y León;Zamora;Granja de Moreruela;301
Castilla y León;Zamora;Granucillo;176
Castilla y León;Zamora;Guarrate;383
Castilla y León;Zamora;Hermisende;313
Castilla y León;Zamora;Hiniesta (La);348
Castilla y León;Zamora;Jambrina;207
Castilla y León;Zamora;Justel;114
Castilla y León;Zamora;Losacino;266
Castilla y León;Zamora;Losacio;104
Castilla y León;Zamora;Lubián;362
Castilla y León;Zamora;Luelmo;217
Castilla y León;Zamora;Maderal (El);233
Castilla y León;Zamora;Madridanos;525
Castilla y León;Zamora;Mahide;415
Castilla y León;Zamora;Maire de Castroponce;170
Castilla y León;Zamora;Malva;170
Castilla y León;Zamora;Manganeses de la Lampreana;589
Castilla y León;Zamora;Manganeses de la Polvorosa;751
Castilla y León;Zamora;Manzanal de Arriba;412
Castilla y León;Zamora;Manzanal del Barco;156
Castilla y León;Zamora;Manzanal de los Infantes;147
Castilla y León;Zamora;Matilla de Arzón;206
Castilla y León;Zamora;Matilla la Seca;54
Castilla y León;Zamora;Mayalde;226
Castilla y León;Zamora;Melgar de Tera;444
Castilla y León;Zamora;Micereces de Tera;553
Castilla y León;Zamora;Milles de la Polvorosa;248
Castilla y León;Zamora;Molacillos;281
Castilla y León;Zamora;Molezuelas de la Carballeda;88
Castilla y León;Zamora;Mombuey;437
Castilla y León;Zamora;Monfarracinos;872
Castilla y León;Zamora;Montamarta;616
Castilla y León;Zamora;Moral de Sayago;317
Castilla y León;Zamora;Moraleja del Vino;1577
Castilla y León;Zamora;Moraleja de Sayago;274
Castilla y León;Zamora;Morales del Vino;2709
Castilla y León;Zamora;Morales de Rey;661
Castilla y León;Zamora;Morales de Toro;1137
Castilla y León;Zamora;Morales de Valverde;237
Castilla y León;Zamora;Moralina;328
Castilla y León;Zamora;Moreruela de los Infanzones;400
Castilla y León;Zamora;Moreruela de Tábara;401
Castilla y León;Zamora;Muelas de los Caballeros;205
Castilla y León;Zamora;Muelas del Pan;782
Castilla y León;Zamora;Muga de Sayago;400
Castilla y León;Zamora;Navianos de Valverde;217
Castilla y León;Zamora;Olmillos de Castro;308
Castilla y León;Zamora;Otero de Bodas;203
Castilla y León;Zamora;Pajares de la Lampreana;456
Castilla y León;Zamora;Palacios del Pan;262
Castilla y León;Zamora;Palacios de Sanabria;282
Castilla y León;Zamora;Pedralba de la Pradería;298
Castilla y León;Zamora;Pego (El);358
Castilla y León;Zamora;Peleagonzalo;334
Castilla y León;Zamora;Peleas de Abajo;268
Castilla y León;Zamora;Peñausende;489
Castilla y León;Zamora;Peque;178
Castilla y León;Zamora;Perdigón (El);766
Castilla y León;Zamora;Pereruela;655
Castilla y León;Zamora;Perilla de Castro;202
Castilla y León;Zamora;Pías;157
Castilla y León;Zamora;Piedrahita de Castro;118
Castilla y León;Zamora;Pinilla de Toro;287
Castilla y León;Zamora;Pino del Oro;202
Castilla y León;Zamora;Piñero (El);266
Castilla y León;Zamora;Pobladura del Valle;317
Castilla y León;Zamora;Pobladura de Valderaduey;57
Castilla y León;Zamora;Porto;222
Castilla y León;Zamora;Pozoantiguo;282
Castilla y León;Zamora;Pozuelo de Tábara;166
Castilla y León;Zamora;Prado;83
Castilla y León;Zamora;Puebla de Sanabria;1565
Castilla y León;Zamora;Pueblica de Valverde;252
Castilla y León;Zamora;Quintanilla del Monte;107
Castilla y León;Zamora;Quintanilla del Olmo;40
Castilla y León;Zamora;Quintanilla de Urz;134
Castilla y León;Zamora;Quiruelas de Vidriales;804
Castilla y León;Zamora;Rabanales;679
Castilla y León;Zamora;Rábano de Aliste;414
Castilla y León;Zamora;Requejo;171
Castilla y León;Zamora;Revellinos;303
Castilla y León;Zamora;Riofrío de Aliste;866
Castilla y León;Zamora;Rionegro del Puente;305
Castilla y León;Zamora;Roales;787
Castilla y León;Zamora;Robleda-Cervantes;453
Castilla y León;Zamora;Roelos de Sayago;174
Castilla y León;Zamora;Rosinos de la Requejada;436
Castilla y León;Zamora;Salce;113
Castilla y León;Zamora;Samir de los Caños;210
Castilla y León;Zamora;San Agustín del Pozo;202
Castilla y León;Zamora;San Cebrián de Castro;294
Castilla y León;Zamora;San Cristóbal de Entreviñas;1560
Castilla y León;Zamora;San Esteban del Molar;151
Castilla y León;Zamora;San Justo;295
Castilla y León;Zamora;San Martín de Valderaduey;83
Castilla y León;Zamora;San Miguel de la Ribera;358
Castilla y León;Zamora;San Miguel del Valle;182
Castilla y León;Zamora;San Pedro de Ceque;589
Castilla y León;Zamora;San Pedro de la Nave-Almendra;395
Castilla y León;Zamora;Santa Clara de Avedillo;201
Castilla y León;Zamora;Santa Colomba de las Monjas;300
Castilla y León;Zamora;Santa Cristina de la Polvorosa;1199
Castilla y León;Zamora;Santa Croya de Tera;370
Castilla y León;Zamora;Santa Eufemia del Barco;244
Castilla y León;Zamora;Santa María de la Vega;400
Castilla y León;Zamora;Santa María de Valverde;85
Castilla y León;Zamora;Santibáñez de Tera;489
Castilla y León;Zamora;Santibáñez de Vidriales;1183
Castilla y León;Zamora;Santovenia;324
Castilla y León;Zamora;San Vicente de la Cabeza;472
Castilla y León;Zamora;San Vitero;650
Castilla y León;Zamora;Sanzoles;600
Castilla y León;Zamora;Tábara;891
Castilla y León;Zamora;Tapioles;192
Castilla y León;Zamora;Toro;9748
Castilla y León;Zamora;Torre del Valle (La);174
Castilla y León;Zamora;Torregamones;303
Castilla y León;Zamora;Torres del Carrizal;444
Castilla y León;Zamora;Trabazos;1008
Castilla y León;Zamora;Trefacio;189
Castilla y León;Zamora;Uña de Quintana;182
Castilla y León;Zamora;Vadillo de la Guareña;316
Castilla y León;Zamora;Valcabado;327
Castilla y León;Zamora;Valdefinjas;74
Castilla y León;Zamora;Valdescorriel;163
Castilla y León;Zamora;Vallesa de la Guareña;131
Castilla y León;Zamora;Vega de Tera;413
Castilla y León;Zamora;Vega de Villalobos;121
Castilla y León;Zamora;Vegalatrave;124
Castilla y León;Zamora;Venialbo;477
Castilla y León;Zamora;Vezdemarbán;563
Castilla y León;Zamora;Vidayanes;93
Castilla y León;Zamora;Videmala;165
Castilla y León;Zamora;Villabrázaro;308
Castilla y León;Zamora;Villabuena del Puente;822
Castilla y León;Zamora;Villadepera;266
Castilla y León;Zamora;Villaescusa;308
Castilla y León;Zamora;Villafáfila;577
Castilla y León;Zamora;Villaferrueña;127
Castilla y León;Zamora;Villageriz;51
Castilla y León;Zamora;Villalazán;333
Castilla y León;Zamora;Villalba de la Lampreana;269
Castilla y León;Zamora;Villalcampo;551
Castilla y León;Zamora;Villalobos;310
Castilla y León;Zamora;Villalonso;88
Castilla y León;Zamora;Villalpando;1624
Castilla y León;Zamora;Villalube;202
Castilla y León;Zamora;Villamayor de Campos;425
Castilla y León;Zamora;Villamor de los Escuderos;481
Castilla y León;Zamora;Villanázar;339
Castilla y León;Zamora;Villanueva de Azoague;330
Castilla y León;Zamora;Villanueva de Campeán;142
Castilla y León;Zamora;Villanueva de las Peras;127
Castilla y León;Zamora;Villanueva del Campo;969
Castilla y León;Zamora;Villaralbo;1870
Castilla y León;Zamora;Villardeciervos;479
Castilla y León;Zamora;Villar de Fallaves;76
Castilla y León;Zamora;Villar del Buey;721
Castilla y León;Zamora;Villardiegua de la Ribera;160
Castilla y León;Zamora;Villárdiga;101
Castilla y León;Zamora;Villardondiego;127
Castilla y León;Zamora;Villarrín de Campos;528
Castilla y León;Zamora;Villaseco del Pan;254
Castilla y León;Zamora;Villavendimio;197
Castilla y León;Zamora;Villaveza del Agua;241
Castilla y León;Zamora;Villaveza de Valverde;105
Castilla y León;Zamora;Viñas;242
Castilla y León;Zamora;Zamora;65998
Catalunya;Barcelona;Abrera;11469
Catalunya;Barcelona;Aguilar de Segarra;253
Catalunya;Barcelona;Alella;9557
Catalunya;Barcelona;Alpens;303
Catalunya;Barcelona;Ametlla del Vallès (L');8112
Catalunya;Barcelona;Arenys de Mar;14688
Catalunya;Barcelona;Arenys de Munt;8335
Catalunya;Barcelona;Argençola;245
Catalunya;Barcelona;Argentona;11718
Catalunya;Barcelona;Artés;5515
Catalunya;Barcelona;Avià;2223
Catalunya;Barcelona;Avinyó;2336
Catalunya;Barcelona;Avinyonet del Penedès;1685
Catalunya;Barcelona;Aiguafreda;2505
Catalunya;Barcelona;Badalona;218886
Catalunya;Barcelona;Bagà;2361
Catalunya;Barcelona;Balenyà;3702
Catalunya;Barcelona;Balsareny;3485
Catalunya;Barcelona;Barcelona;1619337
Catalunya;Barcelona;Begues;6348
Catalunya;Barcelona;Bellprat;97
Catalunya;Barcelona;Berga;17161
Catalunya;Barcelona;Bigues i Riells;8664
Catalunya;Barcelona;Borredà;604
Catalunya;Barcelona;Bruc (El);1956
Catalunya;Barcelona;Brull (El);255
Catalunya;Barcelona;Cabanyes (Les);902
Catalunya;Barcelona;Cabrera d'Anoia;1343
Catalunya;Barcelona;Cabrera de Mar;4504
Catalunya;Barcelona;Cabrils;7108
Catalunya;Barcelona;Calaf;3611
Catalunya;Barcelona;Caldes d'Estrac;2783
Catalunya;Barcelona;Caldes de Montbui;17019
Catalunya;Barcelona;Calders;934
Catalunya;Barcelona;Calella;18625
Catalunya;Barcelona;Calonge de Segarra;194
Catalunya;Barcelona;Calldetenes;2425
Catalunya;Barcelona;Callús;1845
Catalunya;Barcelona;Campins;413
Catalunya;Barcelona;Canet de Mar;13915
Catalunya;Barcelona;Canovelles;16076
Catalunya;Barcelona;Cànoves i Samalús;2809
Catalunya;Barcelona;Canyelles;4196
Catalunya;Barcelona;Capellades;5498
Catalunya;Barcelona;Capolat;82
Catalunya;Barcelona;Cardedeu;16897
Catalunya;Barcelona;Cardona;5182
Catalunya;Barcelona;Carme;828
Catalunya;Barcelona;Casserres;1583
Catalunya;Barcelona;Castellar del Riu;163
Catalunya;Barcelona;Castellar del Vallès;23129
Catalunya;Barcelona;Castellar de n'Hug;187
Catalunya;Barcelona;Castellbell i el Vilar;3731
Catalunya;Barcelona;Castellbisbal;12223
Catalunya;Barcelona;Castellcir;664
Catalunya;Barcelona;Castelldefels;62250
Catalunya;Barcelona;Castell de l'Areny;75
Catalunya;Barcelona;Castellet i la Gornal;2240
Catalunya;Barcelona;Castellfollit del Boix;410
Catalunya;Barcelona;Castellfollit de Riubregós;197
Catalunya;Barcelona;Castellgalí;1958
Catalunya;Barcelona;Castellnou de Bages;1069
Catalunya;Barcelona;Castellolí;519
Catalunya;Barcelona;Castellterçol;2387
Catalunya;Barcelona;Castellví de la Marca;1635
Catalunya;Barcelona;Castellví de Rosanes;1755
Catalunya;Barcelona;Centelles;7259
Catalunya;Barcelona;Cervelló;8566
Catalunya;Barcelona;Collbató;4114
Catalunya;Barcelona;Collsuspina;347
Catalunya;Barcelona;Copons;320
Catalunya;Barcelona;Corbera de Llobregat;14000
Catalunya;Barcelona;Cornellà de Llobregat;87240
Catalunya;Barcelona;Cubelles;13995
Catalunya;Barcelona;Dosrius;5010
Catalunya;Barcelona;Esparreguera;22042
Catalunya;Barcelona;Esplugues de Llobregat;46649
Catalunya;Barcelona;Espunyola (L');262
Catalunya;Barcelona;Estany (L');389
Catalunya;Barcelona;Fígols;54
Catalunya;Barcelona;Fogars de Montclús;455
Catalunya;Barcelona;Fogars de la Selva;1513
Catalunya;Barcelona;Folgueroles;2216
Catalunya;Barcelona;Fonollosa;1401
Catalunya;Barcelona;Font-rubí;1466
Catalunya;Barcelona;Franqueses del Vallès (Les);18114
Catalunya;Barcelona;Gallifa;215
Catalunya;Barcelona;Garriga (La);15069
Catalunya;Barcelona;Gavà;46383
Catalunya;Barcelona;Gaià;177
Catalunya;Barcelona;Gelida;6945
Catalunya;Barcelona;Gironella;5067
Catalunya;Barcelona;Gisclareny;33
Catalunya;Barcelona;Granada (La);1963
Catalunya;Barcelona;Granera;79
Catalunya;Barcelona;Granollers;59691
Catalunya;Barcelona;Gualba;1235
Catalunya;Barcelona;Sant Salvador de Guardiola;3078
Catalunya;Barcelona;Guardiola de Berguedà;1024
Catalunya;Barcelona;Gurb;2526
Catalunya;Barcelona;Hospitalet de Llobregat (L');258642
Catalunya;Barcelona;Igualada;39149
Catalunya;Barcelona;Jorba;823
Catalunya;Barcelona;Llacuna (La);937
Catalunya;Barcelona;Llagosta (La);13713
Catalunya;Barcelona;Llinars del Vallès;9170
Catalunya;Barcelona;Lliçà d'Amunt;14356
Catalunya;Barcelona;Lliçà de Vall;6365
Catalunya;Barcelona;Lluçà;265
Catalunya;Barcelona;Malgrat de Mar;18596
Catalunya;Barcelona;Malla;255
Catalunya;Barcelona;Manlleu;20450
Catalunya;Barcelona;Manresa;76209
Catalunya;Barcelona;Martorell;26815
Catalunya;Barcelona;Martorelles;4900
Catalunya;Barcelona;Masies de Roda (Les);758
Catalunya;Barcelona;Masies de Voltregà (Les);3226
Catalunya;Barcelona;Masnou (El);22536
Catalunya;Barcelona;Masquefa;8295
Catalunya;Barcelona;Matadepera;8606
Catalunya;Barcelona;Mataró;122905
Catalunya;Barcelona;Mediona;2363
Catalunya;Barcelona;Molins de Rei;24236
Catalunya;Barcelona;Mollet del Vallès;52459
Catalunya;Barcelona;Montcada i Reixac;33656
Catalunya;Barcelona;Montgat;10584
Catalunya;Barcelona;Monistrol de Montserrat;3027
Catalunya;Barcelona;Monistrol de Calders;690
Catalunya;Barcelona;Muntanyola;587
Catalunya;Barcelona;Montclar;112
Catalunya;Barcelona;Montesquiu;897
Catalunya;Barcelona;Montmajor;483
Catalunya;Barcelona;Montmaneu;184
Catalunya;Barcelona;Figaró-Montmany;1083
Catalunya;Barcelona;Montmeló;9001
Catalunya;Barcelona;Montornès del Vallès;15790
Catalunya;Barcelona;Montseny;312
Catalunya;Barcelona;Moià;5713
Catalunya;Barcelona;Mura;233
Catalunya;Barcelona;Navarcles;5964
Catalunya;Barcelona;Navàs;6194
Catalunya;Barcelona;Nou de Berguedà (La);155
Catalunya;Barcelona;Òdena;3442
Catalunya;Barcelona;Olvan;902
Catalunya;Barcelona;Olèrdola;3533
Catalunya;Barcelona;Olesa de Bonesvalls;1702
Catalunya;Barcelona;Olesa de Montserrat;23646
Catalunya;Barcelona;Olivella;3405
Catalunya;Barcelona;Olost;1202
Catalunya;Barcelona;Orís;296
Catalunya;Barcelona;Oristà;583
Catalunya;Barcelona;Orpí;179
Catalunya;Barcelona;Òrrius;654
Catalunya;Barcelona;Pacs del Penedès;881
Catalunya;Barcelona;Palafolls;8773
Catalunya;Barcelona;Palau-solità i Plegamans;14190
Catalunya;Barcelona;Pallejà;11263
Catalunya;Barcelona;Papiol (El);3937
Catalunya;Barcelona;Parets del Vallès;17805
Catalunya;Barcelona;Perafita;396
Catalunya;Barcelona;Piera;14576
Catalunya;Barcelona;Hostalets de Pierola (Els);2743
Catalunya;Barcelona;Pineda de Mar;25893
Catalunya;Barcelona;Pla del Penedès (El);1103
Catalunya;Barcelona;Pobla de Claramunt (La);2295
Catalunya;Barcelona;Pobla de Lillet (La);1303
Catalunya;Barcelona;Polinyà;7798
Catalunya;Barcelona;Pontons;539
Catalunya;Barcelona;Prat de Llobregat (El);63434
Catalunya;Barcelona;Prats de Rei (Els);549
Catalunya;Barcelona;Prats de Lluçanès;2739
Catalunya;Barcelona;Premià de Mar;27802
Catalunya;Barcelona;Puigdàlber;522
Catalunya;Barcelona;Puig-reig;4333
Catalunya;Barcelona;Pujalt;205
Catalunya;Barcelona;Quar (La);59
Catalunya;Barcelona;Rajadell;514
Catalunya;Barcelona;Rellinars;727
Catalunya;Barcelona;Ripollet;37151
Catalunya;Barcelona;Roca del Vallès (La);10291
Catalunya;Barcelona;Pont de Vilomara i Rocafort (El);3760
Catalunya;Barcelona;Roda de Ter;6118
Catalunya;Barcelona;Rubí;73591
Catalunya;Barcelona;Rubió;218
Catalunya;Barcelona;Sabadell;207338
Catalunya;Barcelona;Sagàs;141
Catalunya;Barcelona;Sant Pere Sallavinera;168
Catalunya;Barcelona;Saldes;340
Catalunya;Barcelona;Sallent;7029
Catalunya;Barcelona;Santpedor;7071
Catalunya;Barcelona;Sant Iscle de Vallalta;1280
Catalunya;Barcelona;Sant Adrià de Besòs;34104
Catalunya;Barcelona;Sant Agustí de Lluçanès;101
Catalunya;Barcelona;Sant Andreu de la Barca;26682
Catalunya;Barcelona;Sant Andreu de Llavaneres;10303
Catalunya;Barcelona;Sant Antoni de Vilamajor;5479
Catalunya;Barcelona;Sant Bartomeu del Grau;967
Catalunya;Barcelona;Sant Boi de Llobregat;82411
Catalunya;Barcelona;Sant Boi de Lluçanès;564
Catalunya;Barcelona;Sant Celoni;16905
Catalunya;Barcelona;Sant Cebrià de Vallalta;3388
Catalunya;Barcelona;Sant Climent de Llobregat;3819
Catalunya;Barcelona;Sant Cugat del Vallès;81745
Catalunya;Barcelona;Sant Cugat Sesgarrigues;973
Catalunya;Barcelona;Sant Esteve de Palautordera;2500
Catalunya;Barcelona;Sant Esteve Sesrovires;7329
Catalunya;Barcelona;Sant Fost de Campsentelles;8292
Catalunya;Barcelona;Sant Feliu de Codines;5836
Catalunya;Barcelona;Sant Feliu de Llobregat;43112
Catalunya;Barcelona;Sant Feliu Sasserra;661
Catalunya;Barcelona;Sant Fruitós de Bages;8184
Catalunya;Barcelona;Vilassar de Dalt;8746
Catalunya;Barcelona;Sant Hipòlit de Voltregà;3512
Catalunya;Barcelona;Sant Jaume de Frontanyà;24
Catalunya;Barcelona;Sant Joan Despí;32338
Catalunya;Barcelona;Sant Joan de Vilatorrada;10856
Catalunya;Barcelona;Vilassar de Mar;19574
Catalunya;Barcelona;Sant Julià de Vilatorta;2974
Catalunya;Barcelona;Sant Just Desvern;15923
Catalunya;Barcelona;Sant Llorenç d'Hortons;2416
Catalunya;Barcelona;Sant Llorenç Savall;2402
Catalunya;Barcelona;Sant Martí de Centelles;1034
Catalunya;Barcelona;Sant Martí d'Albars;107
Catalunya;Barcelona;Sant Martí de Tous;1164
Catalunya;Barcelona;Sant Martí Sarroca;3161
Catalunya;Barcelona;Sant Martí Sesgueioles;381
Catalunya;Barcelona;Sant Mateu de Bages;663
Catalunya;Barcelona;Premià de Dalt;10064
Catalunya;Barcelona;Sant Pere de Ribes;28399
Catalunya;Barcelona;Sant Pere de Riudebitlles;2381
Catalunya;Barcelona;Sant Pere de Torelló;2417
Catalunya;Barcelona;Sant Pere de Vilamajor;4147
Catalunya;Barcelona;Sant Pol de Mar;5076
Catalunya;Barcelona;Sant Quintí de Mediona;2188
Catalunya;Barcelona;Sant Quirze de Besora;2240
Catalunya;Barcelona;Sant Quirze del Vallès;18702
Catalunya;Barcelona;Sant Quirze Safaja;640
Catalunya;Barcelona;Sant Sadurní d'Anoia;12323
Catalunya;Barcelona;Sant Sadurní d'Osormort;94
Catalunya;Barcelona;Marganell;317
Catalunya;Barcelona;Santa Cecília de Voltregà;183
Catalunya;Barcelona;Santa Coloma de Cervelló;7845
Catalunya;Barcelona;Santa Coloma de Gramenet;120060
Catalunya;Barcelona;Santa Eugènia de Berga;2261
Catalunya;Barcelona;Santa Eulàlia de Riuprimer;1079
Catalunya;Barcelona;Santa Eulàlia de Ronçana;6829
Catalunya;Barcelona;Santa Fe del Penedès;384
Catalunya;Barcelona;Santa Margarida de Montbui;9811
Catalunya;Barcelona;Santa Margarida i els Monjos;6933
Catalunya;Barcelona;Barberà del Vallès;31688
Catalunya;Barcelona;Santa Maria de Besora;168
Catalunya;Barcelona;Santa Maria de Corcó;2262
Catalunya;Barcelona;Santa Maria de Merlès;162
Catalunya;Barcelona;Santa Maria de Martorelles;839
Catalunya;Barcelona;Santa Maria de Miralles;133
Catalunya;Barcelona;Santa Maria d'Oló;1079
Catalunya;Barcelona;Santa Maria de Palautordera;9040
Catalunya;Barcelona;Santa Perpètua de Mogoda;25191
Catalunya;Barcelona;Santa Susanna;3308
Catalunya;Barcelona;Sant Vicenç de Castellet;8688
Catalunya;Barcelona;Sant Vicenç dels Horts;28024
Catalunya;Barcelona;Sant Vicenç de Montalt;5776
Catalunya;Barcelona;Sant Vicenç de Torelló;2028
Catalunya;Barcelona;Cerdanyola del Vallès;58407
Catalunya;Barcelona;Sentmenat;8112
Catalunya;Barcelona;Cercs;1326
Catalunya;Barcelona;Seva;3418
Catalunya;Barcelona;Sitges;28130
Catalunya;Barcelona;Sobremunt;95
Catalunya;Barcelona;Sora;190
Catalunya;Barcelona;Subirats;3076
Catalunya;Barcelona;Súria;6359
Catalunya;Barcelona;Tavèrnoles;304
Catalunya;Barcelona;Tagamanent;306
Catalunya;Barcelona;Talamanca;143
Catalunya;Barcelona;Taradell;6098
Catalunya;Barcelona;Terrassa;212724
Catalunya;Barcelona;Tavertet;148
Catalunya;Barcelona;Teià;6081
Catalunya;Barcelona;Tiana;7774
Catalunya;Barcelona;Tona;7984
Catalunya;Barcelona;Tordera;15641
Catalunya;Barcelona;Torelló;13944
Catalunya;Barcelona;Torre de Claramunt (La);3757
Catalunya;Barcelona;Torrelavit;1383
Catalunya;Barcelona;Torrelles de Foix;2545
Catalunya;Barcelona;Torrelles de Llobregat;5526
Catalunya;Barcelona;Ullastrell;1892
Catalunya;Barcelona;Vacarisses;6017
Catalunya;Barcelona;Vallbona d'Anoia;1423
Catalunya;Barcelona;Vallcebre;268
Catalunya;Barcelona;Vallgorguina;2591
Catalunya;Barcelona;Vallirana;14200
Catalunya;Barcelona;Vallromanes;2367
Catalunya;Barcelona;Veciana;173
Catalunya;Barcelona;Vic;40422
Catalunya;Barcelona;Vilada;516
Catalunya;Barcelona;Viladecavalls;7323
Catalunya;Barcelona;Viladecans;64077
Catalunya;Barcelona;Vilanova del Camí;12644
Catalunya;Barcelona;Vilanova de Sau;330
Catalunya;Barcelona;Vilobí del Penedès;1129
Catalunya;Barcelona;Vilafranca del Penedès;38218
Catalunya;Barcelona;Vilalba Sasserra;689
Catalunya;Barcelona;Vilanova i la Geltrú;66532
Catalunya;Barcelona;Viver i Serrateix;188
Catalunya;Barcelona;Rupit i Pruit;312
Catalunya;Barcelona;Vilanova del Vallès;4797
Catalunya;Barcelona;Sant Julià de Cerdanyola;267
Catalunya;Barcelona;Badia del Vallès;13703
Catalunya;Barcelona;Palma de Cervelló (La);3035
Catalunya;Girona;Agullana;840
Catalunya;Girona;Aiguaviva;727
Catalunya;Girona;Albanyà;149
Catalunya;Girona;Albons;710
Catalunya;Girona;Far d'Empordà (El);545
Catalunya;Girona;Alp;1733
Catalunya;Girona;Amer;2306
Catalunya;Girona;Anglès;5560
Catalunya;Girona;Arbúcies;6647
Catalunya;Girona;Argelaguer;425
Catalunya;Girona;Armentera (L');865
Catalunya;Girona;Avinyonet de Puigventós;1517
